SPG21	[0.14832344 0.00042383]
ASL	[-0.06386693  0.13081775]
C1orf218	[-0.06386574  0.13082492]
NPEPPS	[-0.06384534  0.1309482 ]
ABHD11	[-0.06381768  0.13111554]
NUDC	[0.06381262 0.13114613]
CEBPE	[-0.06379507  0.13125238]
FES	[0.06376849 0.13141345]
MUC17	[-0.06373985  0.13158713]
TAS2R42	[-0.06373321  0.13162745]
EVC	[-0.06372343  0.1316868 ]
CDON	[0.06371023 0.131767  ]
FLJ10154	[0.06369246 0.13187493]
SLC17A6	[-0.06368652  0.13191107]
TPM4	[0.06368416 0.13192539]
IFIT1L	[-0.06368015  0.1319498 ]
LHX1	[-0.06367628  0.13197336]
TMPRSS11A	[-0.06367323  0.13199189]
TMEM87A	[0.06367113 0.13200467]
DPP6	[-0.06365762  0.13208689]
C3orf26	[0.06365239 0.13211868]
ANKRD22	[-0.06363181  0.13224404]
GUCY2C	[-0.0636305   0.13225201]
CHRNB3	[-0.06362651  0.13227631]
NHN1	[0.06361977 0.13231736]
XRN2	[0.06361546 0.13234362]
IL28B	[-0.06361201  0.13236469]
RECK	[-0.06361191  0.13236525]
HYOU1	[0.06360983 0.13237794]
OFCC1	[-0.06357213  0.13260795]
PDE8A	[0.06357099 0.13261488]
DMRTA1	[-0.0635426   0.13278827]
SPRED1	[-0.06349948  0.13305198]
NEDD4L	[0.06349422 0.1330842 ]
TAAR5	[-0.0634803   0.13316945]
HSPD1	[0.06347521 0.13320058]
BLM	[0.0634742  0.13320676]
MUTED	[-0.0634682   0.13324357]
LGR4	[0.06345517 0.13332341]
TLE1	[0.06344723 0.13337208]
IL4	[-0.06344491  0.13338629]
OR2C3	[-0.0634402  0.1334152]
SLC25A23	[0.06343592 0.13344144]
ANKRD54	[-0.06343123  0.13347022]
EPS8L1	[0.06342209 0.13352632]
SPDYA	[-0.06342009  0.13353856]
PTPRD	[-0.06341923  0.13354388]
DPP4	[-0.06340829  0.133611  ]
DGCR6L	[-0.06340692  0.13361945]
MGEA5	[0.06340141 0.13365327]
SLC26A6	[-0.06339795  0.13367449]
C21orf99	[-0.06339706  0.13367997]
PCTK3	[-0.06338863  0.13373177]
LOC339745	[0.06338598 0.13374803]
BAT4	[-0.06335739  0.13392385]
C11orf60	[0.0633558  0.13393363]
NET1	[0.06335551 0.13393542]
BRD1	[0.06335146 0.13396029]
GPR119	[-0.06334585  0.13399481]
OR2A12	[-0.06334266  0.13401443]
ZNF738	[0.06333648 0.13405249]
PDLIM4	[-0.0633322   0.13407887]
PCDHB1	[-0.0633262  0.1341158]
SEMG2	[-0.06331566  0.1341807 ]
C10orf104	[0.06330986 0.13421644]
CLSTN3	[-0.06329113  0.13433186]
TAF1L	[-0.06328695  0.13435765]
NRIP3	[-0.06327969  0.13440245]
SLC39A2	[-0.06327956  0.13440321]
NANS	[0.06326637 0.13448462]
FLJ36874	[0.06326617 0.13448586]
OR12D3	[-0.06325786  0.13453712]
TCP11L2	[-0.06324416  0.13462173]
FBXO6	[-0.06324145  0.13463844]
TCF7L2	[0.06322476 0.13474158]
TUBGCP2	[0.06322119 0.13476363]
DIAPH3	[0.06321656 0.13479228]
GART	[0.0632072  0.13485015]
SLC30A7	[-0.06320516  0.13486273]
LPPR4	[-0.06320077  0.13488993]
GABARAPL1	[-0.06318794  0.13496924]
FETUB	[-0.06317173  0.1350696 ]
FLJ13305	[-0.06316887  0.13508731]
ZNF285A	[0.06314615 0.13522805]
VPS35	[0.06308559 0.1356038 ]
SHPRH	[-0.06307349  0.13567896]
ATP8B2	[-0.06307191  0.13568874]
GABBR1	[-0.06307164  0.13569045]
CXorf45	[0.06306189 0.13575106]
LYPLA2	[0.06306017 0.13576174]
NUFIP1	[0.06304928 0.13582941]
IL1RL1	[-0.06304787  0.13583821]
GLT8D2	[-0.06304016  0.13588616]
CCDC115	[0.06301142 0.13606502]
FLRT1	[-0.06299322  0.13617838]
EPM2A	[-0.06297037  0.13632085]
SNAPAP	[-0.06294654  0.13646949]
SERPINF1	[-0.062921    0.13662895]
CLCN3	[0.0629164  0.13665768]
ACTRT1	[-0.06290974  0.13669929]
PDCL2	[-0.06290183  0.13674876]
CHST14	[-0.06289814  0.1367718 ]
KRT4	[0.062881   0.13687902]
CTBS	[-0.06286949  0.13695098]
DDX21	[0.06286199 0.13699796]
C9orf80	[0.0628587  0.13701853]
DCHS2	[-0.06284669  0.13709376]
DOCK2	[-0.06283352  0.13717625]
C2orf18	[-0.06282727  0.13721545]
NOS1AP	[-0.06282007  0.13726056]
CDC5L	[-0.06281685  0.13728075]
ZNF750	[-0.06281197  0.13731136]
COX4I1	[0.0628108  0.13731865]
PSG6	[-0.06280688  0.13734327]
CORIN	[-0.06279454  0.13742064]
GARNL3	[0.06277745 0.1375279 ]
EFNA3	[-0.06277688  0.13753149]
CCDC34	[0.06275049 0.13769726]
SEZ6	[-0.06274752  0.13771591]
FLJ36031	[-0.0627359   0.13778901]
SYN1	[-0.06272848  0.13783566]
MTERF	[-0.06271778  0.13790292]
SCO2	[-0.06271715  0.13790691]
PPP5C	[0.06267456 0.13817506]
HRG	[-0.06267141  0.1381949 ]
GJB2	[-0.06266436  0.13823932]
C10orf38	[0.06266265 0.13825012]
LONP1	[0.06264665 0.138351  ]
DFFA	[0.06264618 0.138354  ]
LOC494150	[-0.06264501  0.13836137]
STX1A	[-0.06263577  0.13841963]
ANKRD5	[0.06261469 0.13855269]
NEK10	[-0.06259186  0.13869691]
NDEL1	[0.06258341 0.1387503 ]
CNBD1	[-0.06257418  0.13880868]
PDCD1LG2	[-0.06256263  0.13888169]
GLT1D1	[-0.06255733  0.13891523]
TMEM181	[-0.06255447  0.13893332]
ZAR1	[-0.06254674  0.13898227]
EVI2B	[-0.06254214  0.13901137]
CENTD1	[0.06252757 0.13910361]
C9orf9	[0.06252028 0.13914981]
C17orf58	[-0.06251182  0.1392034 ]
PPT2	[-0.06250777  0.13922907]
IL28A	[-0.0625056   0.13924281]
COQ9	[0.06250218 0.13926454]
PERF15	[-0.06249479  0.13931135]
CPLX4	[-0.06249426  0.13931475]
JAKMIP2	[-0.06249264  0.139325  ]
PCNXL2	[-0.06249224  0.13932754]
CXCL14	[-0.06248929  0.13934622]
WBSCR17	[0.06248205 0.13939219]
LQK1	[-0.06247929  0.13940967]
SC65	[-0.06247654  0.1394271 ]
OPA1	[0.06247052 0.13946534]
RPL23A	[0.06246396 0.13950698]
GPD2	[0.06245947 0.13953544]
CRLF3	[-0.06245944  0.13953566]
MOV10L1	[-0.06245742  0.13954845]
FLJ11292	[-0.06245243  0.13958017]
S100A7	[-0.06245003  0.13959543]
KTN1	[0.0624464  0.13961843]
ST8SIA3	[-0.06243289  0.1397043 ]
PHF1	[-0.06243033  0.13972052]
ABCB5	[-0.06242579  0.13974943]
KIAA0241	[-0.06242233  0.13977142]
GAS2	[-0.06241538  0.13981557]
RPL19	[-0.06238651  0.13999925]
VAMP4	[-0.06236916  0.14010968]
MNX1	[-0.06236005  0.14016772]
DIABLO	[0.06234176 0.1402843 ]
CLCA3	[-0.06234145  0.14028629]
UGCG	[0.06233466 0.14032956]
CCDC82	[0.06233016 0.14035825]
GPR115	[-0.06232367  0.14039962]
OR52E2	[-0.06231934  0.14042726]
SLC29A4	[-0.06231291  0.14046827]
NUAK2	[0.06231078 0.1404819 ]
GIT1	[0.06230775 0.1405012 ]
DGKQ	[-0.06230434  0.14052299]
GPR25	[-0.06230257  0.14053426]
COL11A1	[-0.0622883  0.1406254]
CBLB	[-0.06228622  0.14063868]
BTC	[-0.06228158  0.14066831]
C15orf26	[0.06227095 0.14073624]
DDX19B	[0.06226354 0.14078363]
FOXK2	[-0.06223905  0.14094023]
TXLNB	[-0.06222981  0.14099935]
TTTY10	[-0.06222774  0.14101255]
LDHAL6A	[-0.06222181  0.14105055]
EBF2	[-0.06221093  0.14112019]
COL2A1	[-0.06221037  0.14112378]
EMX2OS	[0.06220768 0.14114103]
CAMK2N2	[-0.06220681  0.14114655]
SGCD	[-0.06220543  0.14115541]
RBM27	[0.06219839 0.14120052]
HTR2B	[-0.06219622  0.1412144 ]
ALB	[-0.06217033  0.14138036]
SDSL	[-0.06215882  0.14145422]
HERC5	[-0.06215013  0.14150997]
FMNL1	[-0.06214789  0.14152432]
C14orf131	[0.06214267 0.14155782]
LOC388882	[-0.0621278   0.14165335]
RPL7A	[0.06212527 0.1416696 ]
IFRD1	[-0.06211917  0.14170877]
CYP2U1	[-0.06211659  0.14172535]
POLD2	[0.06211624 0.14172756]
MS4A1	[-0.06211488  0.1417363 ]
ASS1	[0.06210453 0.14180283]
RASGRF2	[-0.06210439  0.1418037 ]
NBLA00301	[-0.06209494  0.14186446]
EGLN3	[-0.06209007  0.14189576]
TRIM35	[0.06207717 0.14197879]
LOC203547	[-0.06207475  0.14199432]
KATNAL1	[-0.06207174  0.14201372]
GSTCD	[-0.0620564   0.14211247]
AVPR1A	[-0.06204837  0.14216418]
NEUROD4	[-0.0620439   0.14219293]
YTHDC1	[0.06203361 0.14225921]
ITGAX	[-0.06202467  0.14231684]
UACA	[0.06201509 0.1423786 ]
STIP1	[0.06200144 0.14246662]
DUS2L	[0.06198638 0.14256379]
HTR4	[-0.06198219  0.14259082]
PHLDB2	[-0.06197403  0.14264352]
PDCD6	[-0.06197233  0.14265447]
SLC37A3	[-0.06196943  0.14267326]
LGALS14	[-0.06196234  0.14271903]
HRB	[0.06195734 0.14275131]
PITRM1	[0.06195692 0.14275401]
RUNX2	[-0.06195354  0.14277586]
CD37	[-0.06195078  0.14279371]
KIF22	[0.06193689 0.14288345]
UPF3B	[0.06193167 0.14291721]
KIAA1614	[-0.06191689  0.14301279]
WDR3	[0.06191151 0.14304766]
HPDL	[0.06190506 0.14308936]
UNQ6975	[-0.06190176  0.14311076]
MYCBP2	[0.0618951  0.14315388]
DPY19L2P2	[-0.06189095  0.1431807 ]
C18orf25	[0.06188386 0.14322664]
HAVCR1	[-0.06188089  0.14324588]
SCN1B	[-0.06188079  0.1432465 ]
AMPH	[-0.06184978  0.14344751]
SYP	[-0.06184815  0.14345808]
OVGP1	[0.06183273 0.14355808]
TMEM42	[-0.06182443  0.14361198]
CCDC92	[-0.06180732  0.14372306]
SYCP2	[-0.06180035  0.14376827]
SHOC2	[0.06178956 0.14383843]
LRRC37A3	[-0.06178861  0.1438446 ]
MORC2	[0.06177426 0.14393787]
CSNK1A1L	[-0.06176831  0.14397655]
CA6	[-0.06176278  0.1440125 ]
C16orf44	[0.06175706 0.14404969]
TFPI	[-0.06175516  0.14406204]
SCO1	[0.06175232 0.14408052]
GLYCTK	[-0.06173083  0.14422043]
ATF3	[0.06173007 0.14422538]
C12orf5	[-0.06172683  0.14424646]
SDCCAG8	[-0.06172268  0.1442735 ]
PRKAR1A	[-0.06172227  0.14427618]
EMILIN3	[-0.06171778  0.14430538]
DTX1	[-0.06171204  0.14434279]
HHEX	[-0.06170946  0.14435961]
STAG3	[0.06170309 0.14440114]
ZDHHC6	[0.06169849 0.14443111]
GTPBP4	[0.0616901  0.14448583]
TANC2	[-0.0616678   0.14463124]
KISS1R	[-0.06166745  0.14463355]
PDGFRL	[-0.06166647  0.14463997]
BAT3	[-0.06166332  0.14466049]
CDH17	[-0.06164357  0.14478943]
HERC2P2	[-0.06161307  0.14498874]
KIAA1875	[-0.06160512  0.14504075]
TRIB2	[-0.06160036  0.14507184]
KRI1	[0.06158108 0.14519801]
RNPEP	[0.06155895 0.14534289]
FAP	[-0.06154343  0.14544457]
RNF166	[-0.06153876  0.14547515]
PCDHA5	[-0.0615171   0.14561721]
RGS5	[-0.0615059   0.14569066]
WRN	[0.06149972 0.14573124]
XPOT	[0.06149784 0.14574356]
C1orf182	[-0.06149478  0.14576367]
LCE5A	[-0.06148666  0.14581701]
MON2	[0.06148576 0.14582289]
CNN2	[-0.06148315  0.14584006]
C3orf30	[-0.0614828   0.14584232]
WWC1	[0.06142944 0.14619307]
MXI1	[0.06142895 0.14619632]
CAMSAP1	[0.06142036 0.14625284]
C10orf119	[0.06141474 0.14628983]
FCGR3A	[-0.06140071  0.14638218]
RNF126	[0.06137995 0.14651896]
ALAS1	[0.06136687 0.14660519]
MAP4K4	[0.06135398 0.14669017]
MDFI	[-0.06135371  0.14669194]
CDK4	[0.06135297 0.14669685]
WDR33	[0.06134938 0.1467205 ]
GTF2F1	[0.06134809 0.14672903]
C4orf14	[0.06134774 0.14673137]
TBX22	[-0.06134266  0.14676487]
DKFZp666G057	[0.06133411 0.14682127]
IRX4	[-0.06132711  0.14686749]
GRTP1	[0.06130523 0.14701204]
BOC	[-0.06129456  0.1470825 ]
PLCG2	[-0.06128634  0.14713684]
PDHX	[0.06127649 0.14720197]
HIST1H4G	[-0.06127522  0.14721041]
DEFB114	[-0.06126953  0.14724804]
MAGEA3	[0.06125575 0.14733921]
KIAA1843	[-0.06123711  0.14746261]
PCDHGC5	[-0.06123578  0.14747144]
CD300A	[-0.06123569  0.14747202]
PPFIA2	[-0.06123427  0.14748143]
BACE1	[0.06123205 0.14749613]
ZC3H7A	[0.0612174  0.14759323]
CCNY	[0.06120411 0.14768128]
BMP7	[-0.06120355  0.14768501]
USP20	[0.06119474 0.14774345]
EID3	[-0.06119332  0.14775284]
LRIG3	[0.06118885 0.14778253]
BHLHB5	[-0.06118508  0.14780751]
FAM44B	[-0.06117942  0.14784506]
MOXD1	[-0.06117617  0.1478666 ]
AXL	[-0.06116076  0.14796893]
HIBCH	[0.06116061 0.14796994]
CTXN3	[-0.06115071  0.1480357 ]
RIC8B	[-0.06114042  0.14810401]
C8orf45	[-0.06113778  0.14812159]
MLL2	[0.06111201 0.14829287]
FBXO27	[-0.06110563  0.14833534]
ZNF197	[0.06110214 0.14835857]
CEP110	[0.06109134 0.1484304 ]
GAB2	[0.06108993 0.14843979]
ANXA13	[-0.0610721   0.14855854]
ODZ2	[-0.06106699  0.14859253]
PDCD5	[0.06106403 0.14861225]
OLFML2A	[0.06106033 0.14863692]
MKI67	[0.06102755 0.14885548]
PTPN21	[0.061027   0.14885916]
CD36	[-0.06102629  0.14886388]
KLHL1	[-0.06102177  0.14889399]
FZD7	[-0.06101753  0.14892229]
FCRL2	[-0.06100591  0.14899985]
SFTPA1B	[-0.06100553  0.1490024 ]
CRK	[-0.06100211  0.14902524]
TUBB2B	[-0.06099762  0.14905518]
FLJ20294	[0.06099116 0.14909837]
VCAM1	[-0.06098416  0.14914513]
FAM92A3	[-0.0609789   0.14918026]
RSC1A1	[0.06097254 0.14922274]
RGPD1	[-0.06097107  0.14923255]
UCN	[-0.06095064  0.14936918]
C12orf50	[-0.06094394  0.14941397]
TUSC3	[0.06093189 0.14949456]
TNIK	[0.06093113 0.14949969]
KLHL15	[0.0609238  0.14954872]
RBP5	[-0.06090467  0.1496768 ]
C4orf17	[-0.06090156  0.14969767]
CD14	[-0.06088905  0.14978149]
C20orf54	[0.06088311 0.14982129]
RDH13	[0.06087766 0.1498578 ]
NXF5	[-0.06086598  0.14993614]
IL1B	[-0.06086233  0.14996067]
CSNK2A2	[0.06084681 0.15006477]
SORCS2	[-0.06084325  0.15008866]
NUAK1	[-0.0608393  0.1501152]
RGSL1	[-0.06083688  0.15013145]
RAC3	[-0.06081923  0.15024996]
SUMO1	[0.06079088 0.15044048]
STAP1	[-0.06077907  0.15051997]
PHF7	[-0.06077793  0.15052759]
PACS1	[0.06076104 0.15064127]
NPBWR2	[-0.06075807  0.15066125]
ZNF289	[0.06075763 0.15066424]
MCM6	[0.06074934 0.15072002]
MAB21L2	[-0.06074846  0.15072592]
SLAMF1	[-0.06074649  0.15073919]
RP11-125A7.3	[0.06073546 0.1508135 ]
LCK	[-0.06073179  0.15083824]
CSTL1	[0.06071716 0.1509368 ]
KIAA1239	[-0.06070895  0.1509922 ]
CALN1	[-0.06070555  0.15101512]
ACVR1C	[-0.06070015  0.15105156]
PGPEP1	[0.06069482 0.15108751]
GOLGA5	[0.06068532 0.15115162]
SCARF2	[-0.06067398  0.15122814]
AKAP7	[-0.06066689  0.15127599]
POLR1B	[0.06066577 0.15128354]
COL11A2	[-0.0606565   0.15134617]
LGI1	[-0.06062974  0.15152699]
RRN3	[0.0606187  0.15160167]
LOC130074	[0.0606152  0.15162535]
ZNF467	[-0.06061516  0.15162561]
PGAM1	[0.06059116 0.15178804]
ZC3H13	[0.06058736 0.15181378]
CA3	[-0.06057872  0.15187226]
BTN2A3	[-0.06057769  0.15187923]
SLFNL1	[-0.06057225  0.15191608]
NBPF15	[-0.06057133  0.15192234]
FOSL2	[0.06055682 0.15202065]
TMEM175	[-0.06054962  0.15206949]
TA-NFKBH	[-0.06054155  0.15212418]
SSH1	[-0.06054076  0.15212952]
RPL7L1	[-0.06052821  0.15221466]
SCNN1B	[-0.06052782  0.15221734]
HPGD	[0.06052033 0.15226815]
KIAA1666	[-0.06051749  0.15228743]
GLE1L	[0.06050441 0.15237623]
RHEBL1	[-0.06049525  0.15243839]
ICAM2	[-0.06049523  0.15243851]
TSPAN6	[0.06048967 0.15247633]
MPZL2	[0.06048028 0.15254012]
PFKM	[0.06047619 0.15256792]
GABRG2	[-0.06047268  0.15259176]
LOC441251	[-0.06045348  0.1527223 ]
CHST2	[-0.06045336  0.15272315]
CSN1S2A	[-0.06045167  0.1527346 ]
TREML1	[-0.06044876  0.15275443]
REEP2	[-0.06044317  0.15279246]
FAAH	[-0.06043613  0.15284036]
TF	[-0.06041501  0.15298411]
IFNG	[-0.06039981  0.15308769]
BOK	[-0.06039979  0.15308782]
SIX4	[0.06039474 0.15312225]
C7orf36	[-0.06038865  0.15316374]
SULT1C4	[-0.06038392  0.153196  ]
RGN	[0.06037451 0.15326014]
PCDH17	[-0.06035462  0.15339582]
BARHL1	[-0.06035297  0.15340707]
TAS2R38	[-0.06034881  0.15343551]
MRPL50	[0.0603449  0.15346217]
TANC1	[0.06034011 0.15349489]
CHIC2	[-0.06033458  0.15353266]
MMP21	[-0.06032478  0.15359961]
OR2AE1	[-0.06031692  0.15365326]
COMMD1	[-0.06031252  0.15368332]
PLEKHA6	[-0.06030464  0.15373722]
ARHGAP25	[-0.0602594  0.1540467]
PCSK1N	[-0.06025806  0.15405587]
NPR3	[-0.06025786  0.15405724]
EDN2	[0.06025603 0.15406979]
ATP5C1	[0.06025394 0.15408406]
UTX	[0.06025259 0.15409329]
RPS6KA3	[0.06024782 0.15412602]
CDC42EP3	[-0.06024209  0.15416527]
AASDHPPT	[0.06024057 0.15417562]
C12orf64	[-0.0602289   0.15425561]
DNAJC11	[0.06022532 0.15428018]
POGK	[0.06021479 0.15435232]
TIGD6	[-0.06021316  0.15436351]
C5orf24	[-0.06021276  0.15436629]
IQCF1	[-0.06021123  0.15437674]
C19orf21	[0.0602076  0.15440167]
CEP170	[-0.06019935  0.15445825]
ISLR	[-0.06019593  0.15448169]
FAM122B	[0.06018491 0.15455735]
STAP2	[0.06017925 0.15459617]
MADCAM1	[-0.06017417  0.15463106]
CCR1	[-0.06017178  0.15464744]
ANKRD39	[-0.06016594  0.15468756]
CANT1	[-0.06016453  0.15469727]
PDE6A	[-0.06015559  0.15475864]
MGC16025	[-0.06015281  0.15477779]
SLCO1C1	[-0.06015028  0.15479515]
EMG1	[-0.06012641  0.15495921]
VRK1	[0.06011614 0.15502986]
STARD7	[-0.06010593  0.15510012]
CLN8	[0.06009882 0.15514908]
LYVE1	[0.06008135 0.15526936]
VENTXP1	[-0.06007461  0.1553158 ]
IFNA8	[-0.06006915  0.15535337]
PPEF1	[-0.06005139  0.15547581]
ZBTB45	[0.06004026 0.15555257]
THOP1	[0.06003732 0.1555728 ]
IARS	[0.06003143 0.15561343]
MKI67IP	[0.06001557 0.1557229 ]
C9orf19	[-0.05999557  0.15586099]
VPS36	[0.05999483 0.15586614]
HIST1H2AK	[-0.059993    0.15587877]
ARHGDIG	[0.0599675  0.15605496]
OR52H1	[-0.05996607  0.15606487]
GNB4	[-0.05996483  0.15607341]
LINS1	[0.05996146 0.15609675]
PTPRZ1	[-0.05994347  0.15622117]
DENND4A	[0.05993428 0.1562848 ]
HSP90AB6P	[-0.05993288  0.15629449]
FBLN1	[0.05992687 0.15633606]
KCNAB2	[-0.05992678  0.15633667]
C17orf70	[-0.05991235  0.15643661]
RC3H2	[0.05989917 0.15652794]
JAK3	[-0.05989397  0.15656394]
LOC389073	[-0.05988608  0.15661865]
EML3	[0.05988552 0.15662253]
C5orf27	[-0.0598785   0.15667121]
RNASE8	[-0.05987824  0.15667304]
CDIPT	[0.05987317 0.15670819]
KCNH5	[-0.05987063  0.15672577]
KIN	[0.05986852 0.15674045]
CHPT1	[0.0598472  0.15688837]
EAF2	[-0.0598441   0.15690989]
C14orf108	[0.05984273 0.15691939]
IL2RG	[-0.05983668  0.15696138]
FLOT1	[-0.05982124  0.15706868]
ACOT12	[-0.05981984  0.15707841]
BARHL2	[-0.05979912  0.15722237]
HMGCLL1	[-0.05975593  0.15752293]
RANBP3	[0.05975127 0.1575554 ]
ANKRD13D	[0.05974787 0.15757905]
GCM2	[-0.05974738  0.15758248]
FLJ12331	[-0.05972709  0.15772381]
CMTM4	[0.05972031 0.15777107]
CHEK1	[0.05970301 0.1578917 ]
RNF8	[-0.05969303  0.15796136]
SMARCD3	[-0.05967656  0.15807627]
GPR12	[-0.05967097  0.15811534]
PBRM1	[0.05966948 0.15812571]
HAO2	[-0.05966089  0.15818575]
RANBP2	[0.05966084 0.15818607]
C14orf24	[-0.05965792  0.15820644]
UNC5D	[-0.05963511  0.15836589]
SLC35F2	[0.05963506 0.15836625]
ZNF83	[0.05963257 0.15838363]
HOXA6	[-0.05963253  0.15838393]
HSD17B14	[-0.05962709  0.15842192]
C19orf20	[-0.05962467  0.15843886]
DEF8	[-0.05961946  0.15847534]
CYCS	[0.05961606 0.15849912]
PHKA2	[0.05961471 0.15850853]
KAL1	[-0.05960905  0.15854816]
NTSR2	[-0.05959665  0.15863492]
CPSF2	[0.0595859  0.15871019]
C22orf25	[-0.05958205  0.15873717]
CPXCR1	[-0.05957659  0.15877538]
PDZD4	[-0.05955438  0.15893099]
FAM30A	[-0.05954907  0.15896824]
GDAP1	[-0.05954679  0.15898424]
MRGPRE	[-0.05954344  0.1590077 ]
EFCAB2	[0.05953377 0.15907551]
IYD	[-0.05953066  0.15909736]
C6orf195	[-0.05952995  0.15910232]
FAM119B	[0.05952563 0.15913266]
GPR120	[-0.0595241   0.15914335]
MS4A7	[-0.05951597  0.15920045]
HCP5	[-0.05949675  0.15933538]
SLCO2B1	[-0.0594935   0.15935821]
HTR3E	[-0.05949197  0.15936895]
MEOX2	[-0.05948394  0.15942534]
FDFT1	[0.05948171 0.15944107]
SOS1	[0.05947963 0.15945568]
KIF20A	[0.05947891 0.15946072]
MAP4K5	[0.05947849 0.15946366]
SIGLEC8	[-0.05947613  0.15948022]
LIN37	[-0.05946459  0.15956138]
ELAVL1	[0.05944603 0.15969194]
UHRF1	[0.05943508 0.15976896]
EIF3J	[0.05943129 0.15979563]
CTNND1	[0.05942904 0.15981143]
GSN	[0.05942607 0.15983235]
C9orf41	[0.05942319 0.15985263]
TUBB6	[-0.05941006  0.15994513]
FOXN3	[0.05938373 0.16013065]
AIM2	[-0.0593653   0.16026063]
SLC30A3	[-0.05936366  0.1602722 ]
FLJ41603	[0.05936219 0.16028256]
C4orf12	[-0.05934695  0.1603901 ]
KRTAP13-1	[-0.05934276  0.16041964]
ZMAT4	[-0.05932947  0.16051353]
COX18	[-0.05932906  0.16051639]
TBRG4	[-0.05932583  0.16053925]
TNFSF5IP1	[0.05932089 0.1605741 ]
OR8K5	[-0.0593106   0.16064685]
CREBZF	[0.059301   0.16071465]
FN1	[-0.05928611  0.16081999]
FRMD6	[-0.05926629  0.1609602 ]
MFAP3L	[-0.05926249  0.16098708]
FKBP2	[0.05924727 0.16109485]
PHF16	[0.05924387 0.16111893]
CD300C	[-0.0592392   0.16115201]
TMEM135	[0.05922975 0.16121891]
TMEM100	[-0.05922214  0.16127288]
NUDT13	[-0.0592036  0.1614043]
CCDC56	[-0.05920151  0.16141914]
RHPN1	[-0.05918774  0.16151679]
PRSS12	[0.05918348 0.16154702]
NSUN6	[0.05917894 0.16157926]
KCNG3	[-0.05916569  0.16167334]
APCDD1	[-0.05915689  0.16173587]
C1orf62	[-0.05915402  0.16175623]
HS3ST2	[-0.0591537   0.16175852]
MAGEC3	[-0.05915089  0.16177844]
ALS2CR2	[0.05913724 0.16187544]
GPR148	[0.05913396 0.16189875]
SASH1	[-0.05913081  0.16192119]
ZFAND3	[-0.05912468  0.16196477]
OR51I1	[-0.05910994  0.1620696 ]
CAGE1	[-0.05910796  0.16208369]
EXOSC10	[0.05910657 0.16209355]
KCNH2	[-0.05910496  0.16210504]
ANKHD1	[0.05910363 0.16211447]
DPY19L2P1	[-0.05910295  0.16211933]
CALM1	[0.05910259 0.16212191]
AGBL3	[-0.05908958  0.16221445]
TRAT1	[-0.05906406  0.16239622]
TJAP1	[-0.0590638   0.16239808]
AK2	[-0.05905616  0.16245251]
ITPR2	[0.05904483 0.16253329]
IGLL1	[-0.05902912  0.1626453 ]
H2AFJ	[-0.05902897  0.16264637]
MAP4	[0.05902804 0.162653  ]
GBE1	[0.05902007 0.16270984]
HK3	[-0.05901967  0.16271269]
ITGBL1	[-0.05901895  0.16271788]
MRVI1	[-0.05901062  0.16277727]
ODAM	[-0.05899114  0.16291636]
TCP11L1	[0.05899042 0.1629215 ]
LIPG	[-0.05898756  0.16294196]
RBED1	[-0.05898362  0.1629701 ]
ARID3A	[-0.05897974  0.16299783]
FXYD5	[-0.05896557  0.16309908]
BTBD2	[0.05896442 0.16310727]
FCHO2	[-0.05896369  0.16311253]
SIPA1L1	[0.05896215 0.16312349]
DNAJA4	[0.05895966 0.16314133]
DPP8	[0.05895881 0.16314739]
ITPR1	[-0.05893739  0.16330056]
CXCR7	[-0.05892534  0.16338683]
GFI1	[-0.05891242  0.16347929]
CMYA5	[-0.05890501  0.16353235]
TAS2R14	[-0.05889944  0.16357225]
ZNF761	[0.05888774 0.16365609]
KIAA0152	[0.05888413 0.16368198]
PTRH2	[-0.05887978  0.16371316]
ABCE1	[0.05887939 0.16371597]
MMP10	[-0.05885711  0.16387571]
FLJ22639	[-0.05885268  0.16390749]
MSX1	[-0.05884928  0.16393193]
LARS	[0.0588428  0.16397839]
TGFBR3	[0.05883996 0.16399881]
FBN2	[-0.058825    0.16410621]
PEX6	[-0.05881731  0.16416139]
ADAM12	[-0.05881098  0.16420692]
DAGLB	[-0.05880815  0.16422719]
FABP4	[-0.05880328  0.16426219]
RCE1	[0.05879763 0.16430284]
C1orf19	[-0.05879168  0.16434557]
VN1R3	[-0.0587901   0.16435697]
MAPK7	[-0.05877721  0.16444964]
GPR126	[0.05877462 0.16446824]
DYRK1A	[0.05876505 0.1645371 ]
FOXD4L2	[0.05876429 0.16454261]
SCGB1C1	[-0.0587636   0.16454754]
HMBOX1	[0.05876285 0.16455291]
EBF4	[-0.05874781  0.16466121]
FRMD8	[0.05874545 0.16467816]
HIST1H2AC	[-0.05871521  0.16489601]
IL17RD	[-0.05869976  0.16500738]
PACSIN1	[-0.0586915  0.165067 ]
TMEM56	[-0.05867142  0.16521186]
SP140	[-0.05866907  0.16522878]
FCHSD1	[-0.05865843  0.16530561]
CTTNBP2	[-0.05865675  0.16531772]
TSC1	[0.05864748 0.16538472]
NCKAP1L	[-0.05864467  0.16540502]
CD82	[0.0586424  0.16542142]
TRMT11	[0.0586405  0.16543509]
CALML6	[-0.05862586  0.16554094]
SPINK2	[-0.05862365  0.16555692]
KRT28	[-0.05862284  0.16556275]
NUP54	[-0.05861215  0.16564003]
CCL2	[-0.05860227  0.16571151]
MED21	[-0.05859051  0.16579659]
